Date,HE,Price,Minute
07/19/2022,21,73.07,20:54
07/19/2022,21,73.07,20:55
07/19/2022,21,73.07,20:56
07/19/2022,21,73.07,20:57
07/19/2022,21,73.07,20:58
07/19/2022,21,73.07,20:59
07/19/2022,22,72.04,21:00
07/19/2022,22,72.04,21:01
07/19/2022,22,72.04,21:02
07/19/2022,22,72.04,21:03
07/19/2022,22,72.04,21:04
07/19/2022,22,72.04,21:05
07/19/2022,22,72.04,21:06
07/19/2022,22,66.49,21:07
07/19/2022,22,66.49,21:08
07/19/2022,22,59.67,21:09
07/19/2022,22,59.67,21:10
07/19/2022,22,58.39,21:11
07/19/2022,22,58.39,21:12
07/19/2022,22,58.39,21:13
07/19/2022,22,58.39,21:14
07/19/2022,22,58.39,21:15
07/19/2022,22,55.41,21:16
07/19/2022,22,55.41,21:17
07/19/2022,22,55.41,21:18
07/19/2022,22,55.41,21:19
07/19/2022,22,55.41,21:20
07/19/2022,22,55.41,21:21
07/19/2022,22,55.41,21:22
07/19/2022,22,55.41,21:23
07/19/2022,22,55.41,21:24
07/19/2022,22,55.41,21:25
07/19/2022,22,55.41,21:26
07/19/2022,22,55.41,21:27
07/19/2022,22,55.41,21:28
07/19/2022,22,55.41,21:29
07/19/2022,22,55.41,21:30
07/19/2022,22,55.41,21:31
07/19/2022,22,55.41,21:32
07/19/2022,22,55.41,21:33
07/19/2022,22,55.41,21:34
07/19/2022,22,55.41,21:35
07/19/2022,22,55.41,21:36
07/19/2022,22,55.41,21:37
07/19/2022,22,55.41,21:38
07/19/2022,22,55.41,21:39
07/19/2022,22,55.41,21:40
07/19/2022,22,55.41,21:41
07/19/2022,22,55.41,21:42
07/19/2022,22,55.41,21:43
07/19/2022,22,55.41,21:44
07/19/2022,22,55.41,21:45
07/19/2022,22,55.41,21:46
07/19/2022,22,55.41,21:47
07/19/2022,22,55.41,21:48
07/19/2022,22,55.41,21:49
07/19/2022,22,55.41,21:50
07/19/2022,22,55.41,21:51
07/19/2022,22,55.41,21:52
07/19/2022,22,55.41,21:53
07/19/2022,22,55.41,21:54
07/19/2022,22,55.41,21:55
07/19/2022,22,55.41,21:56
07/19/2022,22,55.41,21:57
07/19/2022,22,55.41,21:58
07/19/2022,22,55.41,21:59
07/19/2022,23,52.50,22:00
07/19/2022,23,51.57,22:01
07/19/2022,23,51.57,22:02
07/19/2022,23,51.57,22:03
07/19/2022,23,51.57,22:04
07/19/2022,23,51.57,22:05
07/19/2022,23,51.57,22:07
07/19/2022,23,51.57,22:08
07/19/2022,23,51.57,22:09
07/19/2022,23,51.57,22:09
07/19/2022,23,51.57,22:10
07/19/2022,23,51.57,22:12
07/19/2022,23,51.57,22:13
07/19/2022,23,51.57,22:14
07/19/2022,23,48.52,22:14
07/19/2022,23,48.52,22:15
07/19/2022,23,48.52,22:17
07/19/2022,23,48.52,22:18
07/19/2022,23,48.52,22:18
07/19/2022,23,48.52,22:19
07/19/2022,23,48.52,22:21
07/19/2022,23,48.52,22:22
07/19/2022,23,48.52,22:22
07/19/2022,23,48.52,22:24
07/19/2022,23,48.52,22:24
07/19/2022,23,48.52,22:25
07/19/2022,23,48.52,22:27
07/19/2022,23,48.52,22:27
07/19/2022,23,48.52,22:29
07/19/2022,23,48.52,22:30
07/19/2022,23,48.52,22:30
07/19/2022,23,48.52,22:31
07/19/2022,23,48.52,22:33
07/19/2022,23,48.52,22:34
07/19/2022,23,48.52,22:34
07/19/2022,23,48.52,22:36
07/19/2022,23,48.52,22:37
07/19/2022,23,48.52,22:37
07/19/2022,23,48.52,22:39
07/19/2022,23,48.52,22:40
07/19/2022,23,48.52,22:41
07/19/2022,23,48.52,22:42
07/19/2022,23,48.52,22:43
07/19/2022,23,48.52,22:44
07/19/2022,23,48.52,22:45
07/19/2022,23,48.52,22:46
07/19/2022,23,48.52,22:47
07/19/2022,23,48.52,22:48
07/19/2022,23,48.52,22:49
07/19/2022,23,48.52,22:50
07/19/2022,23,48.52,22:51
07/19/2022,23,48.52,22:52
07/19/2022,23,48.52,22:53
07/19/2022,23,48.52,22:54
07/19/2022,23,48.52,22:54
07/19/2022,23,48.52,22:55
07/19/2022,23,48.52,22:56
07/19/2022,23,48.52,22:57
07/19/2022,23,48.52,22:59
07/19/2022,24,47.68,23:00
07/19/2022,24,47.68,23:00
07/19/2022,24,51.57,23:01
07/19/2022,24,51.57,23:02
07/19/2022,24,51.57,23:03
07/19/2022,24,51.57,23:05
07/19/2022,24,51.57,23:06
07/19/2022,24,51.57,23:06
07/19/2022,24,51.57,23:07
07/19/2022,24,51.57,23:08
07/19/2022,24,51.57,23:09
07/19/2022,24,51.57,23:11
07/19/2022,24,51.57,23:11
07/19/2022,24,52.07,23:12
07/19/2022,24,54.08,23:14
07/19/2022,24,54.08,23:15
07/19/2022,24,54.08,23:15
07/19/2022,24,54.08,23:17
07/19/2022,24,54.08,23:18
07/19/2022,24,54.08,23:18
07/19/2022,24,54.08,23:20
07/19/2022,24,54.08,23:21
07/19/2022,24,54.08,23:22
07/19/2022,24,54.08,23:22
07/19/2022,24,54.08,23:23
07/19/2022,24,54.08,23:24
07/19/2022,24,54.08,23:25
07/19/2022,24,54.08,23:27
07/19/2022,24,54.08,23:27
07/19/2022,24,54.08,23:29
07/19/2022,24,54.08,23:30
07/19/2022,24,54.08,23:30
07/19/2022,24,54.08,23:31
07/19/2022,24,54.08,23:32
07/19/2022,24,54.08,23:33
07/19/2022,24,54.08,23:34
07/19/2022,24,54.08,23:35
07/19/2022,24,54.08,23:36
07/19/2022,24,54.08,23:37
07/19/2022,24,54.08,23:38
07/19/2022,24,54.08,23:39
07/19/2022,24,54.08,23:40
07/19/2022,24,54.08,23:41
07/19/2022,24,54.08,23:42
07/19/2022,24,54.08,23:43
07/19/2022,24,54.08,23:44
07/19/2022,24,54.08,23:46
07/19/2022,24,54.08,23:46
07/19/2022,24,52.80,23:47
07/19/2022,24,52.80,23:49
07/19/2022,24,52.80,23:49
07/19/2022,24,52.80,23:50
07/19/2022,24,52.80,23:51
07/19/2022,24,52.23,23:52
07/19/2022,24,52.23,23:54
07/19/2022,24,52.23,23:54
07/19/2022,24,52.23,23:56
07/19/2022,24,52.23,23:57
07/19/2022,24,52.23,23:58
07/19/2022,24,52.23,23:59
07/20/2022,24,52.23,23:59
07/20/2022,01,45.40,24:00
07/20/2022,01,49.65,24:02
07/20/2022,01,49.65,24:02
07/20/2022,01,49.65,24:03
07/20/2022,01,49.65,24:04
07/20/2022,01,49.65,24:05
07/20/2022,01,49.65,24:07
07/20/2022,01,49.65,24:08
07/20/2022,01,49.65,24:09
07/20/2022,01,46.43,24:10
07/20/2022,01,46.43,24:11
07/20/2022,01,46.43,24:12
07/20/2022,01,46.43,24:13
07/20/2022,01,46.43,24:14
07/20/2022,01,46.43,24:14
07/20/2022,01,40.77,24:15
07/20/2022,01,40.77,24:17
07/20/2022,01,40.77,24:18
07/20/2022,01,40.77,24:18
07/20/2022,01,40.77,24:20
07/20/2022,01,40.77,24:21
07/20/2022,01,40.77,24:22
07/20/2022,01,40.77,24:23
07/20/2022,01,40.77,24:24
07/20/2022,01,40.77,24:25
07/20/2022,01,40.77,24:26
07/20/2022,01,40.77,24:27
07/20/2022,01,40.77,24:28
07/20/2022,01,40.77,24:29
07/20/2022,01,40.77,24:30
07/20/2022,01,40.77,24:31
07/20/2022,01,40.77,24:32
07/20/2022,01,40.77,24:33
07/20/2022,01,40.77,24:34
07/20/2022,01,40.77,24:35
07/20/2022,01,40.77,24:36
07/20/2022,01,40.77,24:37
07/20/2022,01,40.77,24:38
07/20/2022,01,40.77,24:39
07/20/2022,01,40.77,24:40
07/20/2022,01,40.77,24:41
07/20/2022,01,40.77,24:42
07/20/2022,01,40.77,24:43
07/20/2022,01,40.77,24:44
07/20/2022,01,40.77,24:45
07/20/2022,01,40.77,24:46
07/20/2022,01,40.77,24:47
07/20/2022,01,40.77,24:48
07/20/2022,01,40.77,24:49
07/20/2022,01,40.77,24:50
07/20/2022,01,40.77,24:51
07/20/2022,01,40.77,24:52
07/20/2022,01,40.77,24:53
07/20/2022,01,40.77,24:54
07/20/2022,01,40.77,24:55
07/20/2022,01,40.77,24:56
07/20/2022,01,40.77,24:57
07/20/2022,01,40.77,24:58
07/20/2022,01,40.77,24:59
07/20/2022,02,38.55,01:00
07/20/2022,02,38.55,01:01
07/20/2022,02,38.55,01:02
07/20/2022,02,38.55,01:03
07/20/2022,02,47.72,01:04
07/20/2022,02,47.72,01:05
07/20/2022,02,47.72,01:06
07/20/2022,02,47.90,01:07
07/20/2022,02,47.90,01:08
07/20/2022,02,47.90,01:09
07/20/2022,02,47.90,01:10
07/20/2022,02,47.90,01:11
07/20/2022,02,47.90,01:12
07/20/2022,02,47.90,01:13
07/20/2022,02,47.90,01:14
07/20/2022,02,47.90,01:15
07/20/2022,02,47.90,01:16
07/20/2022,02,47.90,01:17
07/20/2022,02,47.90,01:18
07/20/2022,02,47.90,01:19
07/20/2022,02,47.90,01:20
07/20/2022,02,47.90,01:21
07/20/2022,02,47.90,01:22
07/20/2022,02,47.90,01:23
07/20/2022,02,47.90,01:24
07/20/2022,02,47.90,01:25
07/20/2022,02,47.90,01:26
07/20/2022,02,47.90,01:27
07/20/2022,02,47.90,01:28
07/20/2022,02,47.90,01:29
07/20/2022,02,47.90,01:30
07/20/2022,02,47.90,01:31
07/20/2022,02,47.90,01:32
07/20/2022,02,47.90,01:33
07/20/2022,02,47.90,01:34
07/20/2022,02,47.90,01:35
07/20/2022,02,47.90,01:36
07/20/2022,02,47.90,01:37
07/20/2022,02,47.90,01:38
07/20/2022,02,47.90,01:39
07/20/2022,02,47.90,01:40
07/20/2022,02,47.83,01:41
07/20/2022,02,47.83,01:42
07/20/2022,02,47.83,01:43
07/20/2022,02,47.83,01:44
07/20/2022,02,47.83,01:45
07/20/2022,02,47.83,01:46
07/20/2022,02,47.83,01:47
07/20/2022,02,47.83,01:48
07/20/2022,02,47.83,01:49
07/20/2022,02,47.83,01:50
07/20/2022,02,47.83,01:51
07/20/2022,02,47.83,01:52
07/20/2022,02,47.83,01:53
07/20/2022,02,47.83,01:54
07/20/2022,02,47.83,01:55
07/20/2022,02,47.83,01:56
07/20/2022,02,47.83,01:57
07/20/2022,02,47.83,01:58
07/20/2022,02,47.83,01:59
07/20/2022,03,48.04,02:00
07/20/2022,03,44.34,02:01
07/20/2022,03,44.34,02:02
07/20/2022,03,44.34,02:03
07/20/2022,03,44.34,02:04
07/20/2022,03,44.34,02:05
07/20/2022,03,44.34,02:06
07/20/2022,03,44.34,02:07
07/20/2022,03,44.34,02:08
07/20/2022,03,44.34,02:09
07/20/2022,03,44.34,02:10
07/20/2022,03,47.42,02:11
07/20/2022,03,47.42,02:12
07/20/2022,03,47.42,02:13
07/20/2022,03,47.42,02:14
07/20/2022,03,47.42,02:15
07/20/2022,03,50.07,02:16
07/20/2022,03,50.07,02:17
07/20/2022,03,50.07,02:18
07/20/2022,03,50.07,02:19
07/20/2022,03,50.07,02:20
07/20/2022,03,50.07,02:21
07/20/2022,03,50.07,02:22
07/20/2022,03,50.07,02:23
07/20/2022,03,50.07,02:24
07/20/2022,03,50.07,02:25
